SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,6839TD-12,10/1/2012,,9574,Aquantia Corp,US,NORTH AMERICA,MWO-200-TFW,MWO-TERM,MWO NonLinear: HB; Term/Floating/Win RID#17173,000-2300-00,AWR,1,2100.00,630.00,1470.00,Normal
Invoice,7049TI-11,10/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/FloatingRID #17660,000-2300-00,EUR,50,6300.00,6228.26,3587.00,Normal
Invoice,7049TI-11,10/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,APL-200-TFW,APL-TERM,APLAC Time-Domain & Multi-Rate Harmonic Balance; Term/Floating RID#17661,000-2300-00,EUR,50,3150.00,3114.13,1793.50,Normal
Invoice,7049TI-11,10/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating RID#17662,000-2300-00,EUR,50,3375.00,3336.57,1921.50,Normal
Invoice,7049TI-11,10/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,FIL-300-TFW,FIL-TERM,AWR iFilter - Advanced Synthesis Solution; Term/Floating RID#17663,000-2300-00,EUR,50,1400.00,1384.06,797.00,Normal
Invoice,7049TI-11,10/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating RID#17664,000-2300-00,EUR,50,3150.00,3114.13,1793.50,Normal
Invoice,7049TI-11,10/1/2012,,562,SAAB Avitronics.,Sweden,EUROPE,TSW-100-TFW,TSW-TERM,TestWave Instrumentation Interface; Term/FloatingRID#17665,000-2300-00,EUR,1,700.00,692.50,7.50,Normal
Invoice,7050TI-11,10/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/Floating RID#17672,000-2300-00,EUR,10,6300.00,6100.58,1994.20,Normal
Invoice,7050TI-11,10/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,APL-200-TFW,APL-TERM,APLAC Time-Domain & Multi-Rate Harmonic Balance; Term/Floating RID#17673,000-2300-00,EUR,10,3150.00,3050.29,997.10,Normal
Invoice,7050TI-11,10/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating RID#17674,000-2300-00,EUR,10,3375.00,3268.17,1068.30,Normal
Invoice,7050TI-11,10/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,FIL-300-TFW,FIL-TERM,AWR iFilter - Advanced Synthesis Solution; Term/Floating RID#17675,000-2300-00,EUR,10,1400.00,1355.68,443.20,Normal
Invoice,7050TI-11,10/1/2012,,2042,SAAB Bofors Dynamics,SWEDEN,EUROPE,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating RID#17676,000-2300-00,EUR,10,3150.00,3050.28,997.20,Normal
Invoice,7051TI-11,10/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,MWO-229-TFW,MWO-TERM,MWO for MMIC & Modules; Term/Floating RID#17666,000-2300-00,EUR,50,6300.00,6013.06,14347.00,Normal
Invoice,7051TI-11,10/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,APL-200-TFW,APL-TERM,APLAC Time-Domain & Multi-Rate Harmonic Balance; Term/Floating RID#17667,000-2300-00,EUR,50,3150.00,3006.53,7173.50,Normal
Invoice,7051TI-11,10/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,VSS-350-TFW,VSS-TERM,VSS for Wireless Communication Standards; Term/Floating RID#17668,000-2300-00,EUR,50,3375.00,3221.28,7686.00,Normal
Invoice,7051TI-11,10/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,FIL-300-TFW,FIL-TERM,AWR iFilter - Advanced Synthesis Solution; Term/Floating RID#17669,000-2300-00,EUR,50,1400.00,1336.24,3188.00,Normal
Invoice,7051TI-11,10/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating RID#17670,000-2300-00,EUR,50,3150.00,3006.53,7173.50,Normal
Invoice,7051TI-11,10/1/2012,,210,Saab Microwave Systems,SWEDEN,EUROPE,TSW-100-TFW,TSW-TERM,TestWave Instrumentation Interface; Term/Floating RID#17671,000-2300-00,EUR,1,700.00,668.00,32.00,Normal
Invoice,7345TD-9,10/1/2012,,1200,Spectrum Microwave,US,NORTH AMERICA,MWO-226-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#18527,000-2300-00,AWR,2,3325.00,498.75,5652.50,Normal
Invoice,7345TD-9,10/1/2012,,1200,Spectrum Microwave,US,NORTH AMERICA,MWO-246-TFW,MWO-TERM,MWO for MIC/PCB & Signal Integrity; Term/Floating/RID#18528,000-2300-00,AWR,1,4900.00,735.00,4165.00,Normal
Invoice,7345TD-9,10/1/2012,,1200,Spectrum Microwave,US,NORTH AMERICA,VSS-150-TFW,VSS-TERM,VSS for RF Architecture; Term/Floating/RID#18529,000-2300-00,AWR,1,1050.00,157.50,892.50,Normal
Invoice,7345TD-9,10/1/2012,,1200,Spectrum Microwave,US,NORTH AMERICA,FIL-100-TFW,FIL-TERM,Nuhertz Filter Synthesis; Term/Floating/RID#18530,000-2300-00,AWR,1,875.00,131.25,743.75,Normal
Invoice,7355CD(3),10/1/2012,,8977,Datron World Communication,US,NORTH AMERICA,MWO-225-MLW,MWO-MAIN,MWO for MIC/PCB; 12M Maint/Locked/RID#10338,000-2301-00,AWR,1,3813.00,0.00,3813.00,Normal
Invoice,7355CD(3),10/1/2012,,8977,Datron World Communication,US,NORTH AMERICA,VSS-250-MLW,VSS-MAIN,VSS for Communication Signals; 12M Maint/Locked/RID18538,000-2301-00,AWR,1,2511.00,0.00,2511.00,Normal
Invoice,7444MI(3),10/1/2012,2343,553,Roke Manor,United Kingdom,EUROPE,MWO-226-MLW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Locked/RID#1117,000-2301-00,EUR,1,5217.11,168.29,5048.82,Normal
Invoice,7444MI(3),10/1/2012,2343,553,Roke Manor,United Kingdom,EUROPE,MWO-226-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/Floating,000-2301-00,EUR,6,6856.78,221.19,39813.55,Normal
Invoice,7444MI(3),10/1/2012,2343,553,Roke Manor,United Kingdom,EUROPE,FIL-300-MFW,FIL-MAIN,AWR iFilter - Advanced Synthesis Solution; 12M Maint/Floating/RID#9247,000-2301-00,EUR,1,2384.97,231.88,2153.09,Normal
Invoice,7933TD-6,10/1/2012,,10030073,Wavestream,US,NORTH AMERICA,MWO-228-TFW,MWO-TERM,MWO for MMIC; Term/Floating/RID#20086,000-2300-00,AWR,7,4200.00,746.39,24175.27,Normal
Invoice,7933TD-6,10/1/2012,,10030073,Wavestream,US,NORTH AMERICA,MWO-228-TLW,MWO-TERM,MWO for MMIC; Term/Locked/RID#20087,000-2300-00,AWR,2,3150.00,559.80,5180.40,Normal
Invoice,7933TD-6,10/1/2012,,10030073,Wavestream,US,NORTH AMERICA,ACE-100-TFW,ACE-TERM,ACE - Automated Circuit Extraction Technology; Term/Floating/RID#20088,000-2300-00,AWR,2,700.00,124.40,1151.20,Normal
Invoice,7933TD-6,10/1/2012,,10030073,Wavestream,US,NORTH AMERICA,XEM-100-TFW,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/Floating/RID#20089,000-2300-00,AWR,1,3150.00,559.80,2590.20,Normal
Invoice,7933TD-6,10/1/2012,,10030073,Wavestream,US,NORTH AMERICA,FIL-300-TFW,FIL-TERM,AWR iFilter - Advanced Synthesis Solution; Term/Floating/RID#20090,000-2300-00,AWR,1,1174.99,208.81,966.18,Normal
Invoice,8342CIUP-7,10/1/2012,,9538-KR,Victek Co. Ltd.,SOUTH KOREA,ASIA,UPG-PROD,MISC,Upgrade(RID#14545) MWO-226-PL & (RID#17878)ACE-100-PL to MWO-449-PFW,300-4000-00,INT,1,1611.03,337.48,1273.56,Normal
Invoice,8342CIUP-7,10/1/2012,,9538-KR,Victek Co. Ltd.,SOUTH KOREA,ASIA,UPG-PROD,MISC,Upgrade(RID#14546)VSS-250-PL to VSS-350-PFW,300-4000-00,INT,1,495.13,211.85,283.29,Normal
Invoice,8342CIUP-7,10/1/2012,,9538-KR,Victek Co. Ltd.,SOUTH KOREA,ASIA,MWO-449-MFW,MWO-MAIN,MWO for MMIC/Modules; 1M Maint/Floating/RID#21037,000-2301-00,INT,1,1229.71,0.00,1229.71,Normal
Invoice,8342CIUP-7,10/1/2012,,9538-KR,Victek Co. Ltd.,SOUTH KOREA,ASIA,VSS-350-MFW,VSS-MAIN,VSS for Wireless Communication Standards; 1M Maint/Floating/RID#21038,000-2301-00,INT,1,490.70,0.00,490.70,Normal
Invoice,8344CI-7.,10/1/2012,,10666,Peopleworks,SOUTH KOREA,NORTH AMERICA,MWO-246-PFW,MWO-PURC,MWO for MIC/PCB & Signal Integrity; Purchase/Floating/RID#21041,300-4000-00,INT,1,2981.89,894.57,2087.32,Normal
Invoice,8344CI-7.,10/1/2012,,10666,Peopleworks,SOUTH KOREA,NORTH AMERICA,MWO-246-MFW,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 1M Maint/Floating/RID#21041,000-2301-00,INT,1,1046.58,0.00,1046.58,Normal
Invoice,8344CI-7.,10/1/2012,,10666,Peopleworks,SOUTH KOREA,NORTH AMERICA,VSS-350-PFW,VSS-PURC,VSS for Wireless Communication Standards; Purchase/Floating/RID#21042,300-4000-00,INT,1,1703.41,511.02,1192.39,Normal
Invoice,8344CI-7.,10/1/2012,,10666,Peopleworks,SOUTH KOREA,NORTH AMERICA,VSS-250-MFW,VSS-MAIN,VSS for Communication Signals; 1M Maint/Floating/RID#21042,000-2301-00,INT,1,594.97,0.00,594.97,Normal
Invoice,7237TD-28,10/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,MWO-228-T3W,MWO-TERM,MWO for MMIC; Term/WAN 3 TZ/RID#18258,000-2300-00,AWR,5,1825.00,410.63,7071.85,Normal
Invoice,7237TD-28,10/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,ACE-100-T3W,ACE-TERM,ACE - Automated Circuit Extraction Technology; Term/WAN 3 TZ/RID#18259,000-2300-00,AWR,5,308.33,154.17,770.80,Normal
Invoice,7237TD-28,10/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,XEM-100-T3W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN 3 TZ/RID#18260,000-2300-00,AWR,2,1366.67,273.33,2186.68,Normal
Invoice,7237TD-28,10/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,APL-100-T3W,APL-TERM,APLAC Time-Domain Simulator; Term/WAN 3 TZ/RID#18261,000-2300-00,AWR,1,608.33,121.62,486.71,Normal
Invoice,7237TD-28,10/2/2012,,9121,"M/A-COM Technology Solutions, Inc.",US,NORTH AMERICA,WIZ-100-TFW,WIZ-TERM,Library Development Wizard; Term/Floating/RID#18262,000-2300-00,AWR,1,1166.67,583.33,583.34,Normal
