SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,7933TD 11/12,1/1/2014,,10030073,Wavestream,US,NORTH AMERICA,MWO-228-TFW,MWO-TERM,3M Term/RID#20086  2/1/14 - 4/30/14,000-2300-00,AWR,7,4200.00,746.39,24175.27,Normal
Invoice,7933TD 11/12,1/1/2014,,10030073,Wavestream,US,NORTH AMERICA,MWO-228-TLW,MWO-TERM,3M Term/RID#20087  2/1/14 - 4/30/14,000-2300-00,AWR,2,3150.00,559.80,5180.40,Normal
Invoice,7933TD 11/12,1/1/2014,,10030073,Wavestream,US,NORTH AMERICA,ACE-100-TFW,ACE-TERM,3M Term/RID#20088  2/1/14 - 4/30/14,000-2300-00,AWR,2,700.00,124.40,1151.20,Normal
Invoice,7933TD 11/12,1/1/2014,,10030073,Wavestream,US,NORTH AMERICA,XEM-100-TFW,XEM-TERM,3M Term/RID#20089  2/1/14 - 4/30/14,000-2300-00,AWR,1,3150.00,559.80,2590.20,Normal
Invoice,7933TD 11/12,1/1/2014,,10030073,Wavestream,US,NORTH AMERICA,FIL-300-TFW,FIL-TERM,3M Term/RID#20090  2/1/14 - 4/30/14,000-2300-00,AWR,1,1174.99,208.81,966.18,Normal
Invoice,7935TD-6,1/1/2014,,8256,REMEC Broadband Wireless,US,NORTH AMERICA,MWO-226-TFW,MWO-TERM,6M Term/RID#20091  3/1/14 - 8/31/14,000-2300-00,AWR,6,6650.00,3669.63,17882.22,Normal
Invoice,7935TD-6,1/1/2014,,8256,REMEC Broadband Wireless,US,NORTH AMERICA,MWO-226-T0W,MWO-TERM,6M Term/RID#20093  3/1/14 - 8/31/14,000-2300-00,AWR,1,12000.00,6621.90,5378.10,Normal
Invoice,7935TD-6,1/1/2014,,8256,REMEC Broadband Wireless,US,NORTH AMERICA,HSP-100-TFW,HSP-TERM,6M Term/RID#20094  3/1/14 - 8/31/14,000-2300-00,AWR,1,4200.00,2317.66,1882.34,Normal
Invoice,7935TD-6,1/1/2014,,8256,REMEC Broadband Wireless,US,NORTH AMERICA,VSS-350-TFW,VSS-TERM,6M Term/RID#20092  3/1/14 - 8/31/14,000-2300-00,AWR,3,5600.00,3090.22,7529.34,Normal
Invoice,7984MI-10,1/1/2014,7396,3108,Tait Electronics Ltd.,AUSTRALIA,AUSTRALIA,MWO-226-MFW,MWO-MAIN,3M Maint/RID#12718  2013/02/01 - 2013/04/30,300-4100-00,RES20,2,1380.00,0.00,2760.00,Normal
