spid	artist	album	song	taglist
5rLi8B8qgk6qThwRnKHW2P	Panic! At The Disco	Vices & Virtues	The Ballad Of Mona Lisa	spotify:2013
7naGWci9bflvfdzxphFjAw	Fall Out Boy	Take This To Your Grave	Dead On Arrival	spotify:2013
3JOdLCIBzQYwHIvpN3isVf	Fall Out Boy	Take This To Your Grave	Grand Theft Autumn/Where Is Your Boy	spotify:2013
3rG8ZkmKHb4Ms6CsSzEITv	Fall Out Boy	Infinity On High (Deluxe Edition)	"The Take Over, The Breaks Over"	spotify:2013
3Zwu2K0Qa5sT6teCCHPShP	Fall Out Boy	Infinity On High (Deluxe Edition)	Thnks fr th Mmrs	spotify:2013
4304kbwhzhb8A3n6wl27Kg	Fall Out Boy	From Under The Cork Tree	Of All The Gin Joints In All The World	spotify:2013
0a7BloCiNzLDD9qSQHh5m7	Fall Out Boy	From Under The Cork Tree	Dance, Dance	spotify:2013
2TfSHkHiFO4gRztVIkggkE	Fall Out Boy	From Under The Cork Tree	Sugar, We're Goin Down	spotify:2013
6HJzCcSMggn7Ultxs48dAe	Fall Out Boy	From Under The Cork Tree	Nobody Puts Baby In The Corner	spotify:2013
3DASPeFJXSIycNpbROhrAC	Fall Out Boy	From Under The Cork Tree	I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song)	spotify:2013
2erNwv0Yti7uirpIU8wbvv	Fall Out Boy	From Under The Cork Tree	7 Minutes In Heaven (Atavan Halen)	spotify:2013
1iir1dMidSGRzbPMCCEtfX	Fall Out Boy	From Under The Cork Tree	Sophmore Slump Or Comeback Of The Year	spotify:2013
79oQb66jALYYKX1hn4qs4p	Fall Out Boy	From Under The Cork Tree	I Slept With Someone In Fall Out Boy And All I Got Was This Stupid Song Written About Me	spotify:2013
4pmU8AtVu9qU40Xd9zjEfA	Fall Out Boy	From Under The Cork Tree	A Little Less Sixteen Candles, A Little More "Touch Me"	spotify:2013
1S30kHvkkdMkcuCTGSgS41	Panic! At The Disco	Pretty. Odd.	Nine In The Afternoon	spotify:2013
37bpBOxkdq5cdhAE1dpzgU	Hawk Nelson	The Light Sides	Head On Collision - Acoustic	spotify:2013
3ockDGgrp9VGlsz9QGw3Pg	Hawk Nelson	Letters To The President	Letters to the President - Letters To The President Album Version	spotify:2013
0OEdIQXbrz1i5ZxTlnZMoJ	New Found Glory	Mania	Rockaway Beach	spotify:2013
0mvkwaZMP2gAy2ApQLtZRv	Michael Bublé	To Be Loved	It's A Beautiful Day	spotify:2013
0N90pptABhFyr1axONlIEB	Panic! At The Disco	A Fever You Can't Sweat Out	London Beckoned Songs About Money Written By Machines	spotify:2013
2ZqTtndqAZDRAWw2vgZwQK	Panic! At The Disco	A Fever You Can't Sweat Out	But It's Better If You Do	spotify:2013
4bPQs0PHn4xbipzdPfn6du	Panic! At The Disco	A Fever You Can't Sweat Out	I Write Sins Not Tragedies	spotify:2013
0YjFRplhIcx3jhYQKcBemC	Plain White T's	All That We Needed	All That We Needed	spotify:2013
5pSUEzAR3MQe5OaXLktAEt	Plain White T's	All That We Needed	Lazy Day Afternoon	spotify:2013
1NURqq6gvMVAf1AuBenjRW	Plain White T's	All That We Needed	Last Call	spotify:2013
3CE3PYF64qJBjq54Uf9ZiW	Plain White T's	Every Second Counts	Our Time Now	spotify:2013
1FQL1LBxSS0DCa4dczNVf1	Plain White T's	Hey There Delilah	Down the Road	spotify:2013
56n3PZcmpF4zw4iJlySQkH	Plain White T's	Stop	Please Don't Do This	spotify:2013
4p9GQ7tdD11Kew1uyB6jKD	Plain White T's	Stop	What If	spotify:2013
68fSLsYVCs1PtdxWgQGbK9	Plain White T's	Stop	Happy Someday	spotify:2013
1XzvZmMmIeAyiAK8JrEtdj	Plain White T's	Should've Gone to Bed	Should've Gone to Bed	spotify:2013
5TD9BdUaBUF9OhyQwOf4kQ	The Summer Set	Legendary	Maybe Tonight	spotify:2013
6yPLolnvmH0MaiT8H8Znam	The Summer Set	Legendary	Jukebox (Life Goes On)	spotify:2013
1IC4bPm4zJXPvOIcCOA87m	The Summer Set	Legendary	Boomerang	spotify:2013
6Xb12Pj9d7B97f2FciRHeZ	The Summer Set	Legendary	Lightning in a Bottle	spotify:2013
3aEWptJpXO6fnmC7B3bQ1z	The Summer Set	Legendary	Heart on the Floor (feat. Dia Frampton)	spotify:2013
7xb6PGnhjoYU9QdHB8myqQ	The Summer Set	Legendary	F**k U Over	spotify:2013
06UGd0zETv8Mo50S4C6QwH	The Summer Set	Legendary	Happy for You	spotify:2013
77TqqL4LPmgimX4rwwjtRz	The Summer Set	Legendary	The Way We Were	spotify:2013
1zWDR4zm33OgbxQvi4iMmi	The Summer Set	Legendary	7 Days	spotify:2013
2uy8m6qacpiagqfLEREa2U	The Summer Set	Legendary	Someday	spotify:2013
66324Jt0mZdXaM7f8uUitE	Fall Out Boy	Save Rock And Roll	Where Did The Party Go	spotify:2013
3iJmiaoZWzykf3Hl4IeYtI	Fall Out Boy	Save Rock And Roll	Death Valley	spotify:2013
1x41gilFQvFEUdD5GHgWXx	David Lee Roth	A Little Ain't Enough	Hammerhead Shark	spotify:2013
7LeDPGoBhLXUvsMgwnDd2j	David Lee Roth	A Little Ain't Enough	40 Below	spotify:2013
1wBP9Rb9AXHrMbt2cEBTSy	David Lee Roth	A Little Ain't Enough	It's Showtime!	spotify:2013
3GhKckBVsnZoOk7S6KRAEw	David Lee Roth	A Little Ain't Enough	Drop In The Bucket	spotify:2013
4tfgqvaQinzshcm2JxU9Ap	All Time Low	Don't Panic	The Reckless and the Brave	spotify:2013
0sshl1C7Ra9UwIDjYKxZIQ	All Time Low	Don't Panic	Backseat Serenade	spotify:2013
3kaOkcdHDsWAobL8HcSui1	All Time Low	Don't Panic	If These Sheets Were States	spotify:2013
0ZMSiaNiVQCdXsQQYVCMxH	All Time Low	Don't Panic	Somewhere in Neverland	spotify:2013
15cWYUCGkbj0ZtEoMw3hLV	All Time Low	Don't Panic	For Baltimore	spotify:2013
4jR2ezb3YZ9HGlAQZJl6IL	The Academy Is...	Santi	Seed	spotify:2013
2IaiMggObUpRk17y3FIaJt	The Academy Is...	Santi	Neighbors	spotify:2013
10nNkqpddkR0VUvOLWGqAc	The Academy Is...	Santi	Bulls In Brooklyn	spotify:2013
1lbR0Zzusn0gBWrwGa11x9	The Academy Is...	Santi	LAX to O'Hare	spotify:2013
3Dx373BL5YOndtsYcloQ6Q	Alkaline Trio	My Shame Is True [Deluxe Edition]	I'm Only Here To Disappoint	spotify:2013
6FHDqQ9d1nCWYJOnaHz6KW	Alkaline Trio	My Shame Is True [Deluxe Edition]	Broken Wing	spotify:2013
0XuDpQzHb9n5L3exmCl42V	Hawk Nelson	Made	What I'm Looking For	spotify:2013
7d2Ah9Sl3dl6CBYRsVDFzs	Hawk Nelson	Made	A Million Miles Away	spotify:2013
0gNAQCI03hRsMpMvWiC5zc	Hawk Nelson	Made	Love Like That	spotify:2013
37FRVK2Z2l0bq7kAhmC3Eu	Neon Trees	Lessons In Love (All Day, All Night)	Lessons In Love (All Day, All Night)	spotify:2013
75JWlOu7NQQ7xTtA9xarPJ	Big Time Rush	BTR	I Know You Know	spotify:2013
21svHgL8NlWthrlW9Gy0BZ	Big Time Rush	Elevate	Music Sounds Better	spotify:2013
1LL9ZjzFCxpmrOBrd4WeD4	Big Time Rush	Elevate	Show Me	spotify:2013
1UOvx8OnawY14eJuBJc6YX	Big Time Rush	Elevate	Cover Girl	spotify:2013
4XIdxJBiWXUaQiJY5hlSIx	Big Time Rush	Elevate	If I Ruled The World	spotify:2013
3BNO7C6nQQ10O0dwrg9ZvZ	Big Time Rush	Elevate	Time Of Our Life	spotify:2013
6JC1i0HTm0R1ppOucOvORu	David Lee Roth	Diamond Dave	Made Up My Mind	spotify:2013
0W4iEhOpp7AUYh6AtyxVww	David Lee Roth	Diamond Dave	She's Looking Good	spotify:2013
33kve1XbaA5V6x0zQR2eDd	David Lee Roth	Diamond Dave	Ice Cream Man	spotify:2013
7vKKJMTXRrTMwqCcg4Ekpx	Allstar Weekend	The Last Time (feat. Kina Grannis)	The Last Time (feat. Kina Grannis)	spotify:2013
5x79GAQ60uptsPjMNYR7LD	The White Tie Affair	You Look Better When I'm Drunk	You Look Better When I'm Drunk	spotify:2013
6iiqyELCtiSpAJ9f5lLJMx	Megan & Liz	Run Away - Single	Run Away	spotify:2013
5SM29pNT3Y5J7VIKPtOaKv	Megan & Liz	Bad for Me - EP	Bad for Me	spotify:2013
6W0z7DE3B4eG2w27wyedsk	Megan & Liz	Bad for Me - EP	Dare	spotify:2013
4khQtMGM1ywTduvpctAUZs	Megan & Liz	Bad for Me - EP	Sunset Somewhere	spotify:2013
4q2NVW8MvR3e0JFD06eMfS	Allstar Weekend	Suddenly	Hey, Princess	spotify:2013
4cR6nkVHW6fH3YeN7cWJbA	Allstar Weekend	Suddenly	A Different Side Of Me	spotify:2013
3dryLzQenLC9rTDpdsq7j0	Allstar Weekend	Suddenly	Dance Forever	spotify:2013
7jKTQr604bMUO2QrQJ80eq	Allstar Weekend	Suddenly	The Weekend	spotify:2013
7L2njnxdaRRvDMNLuP1ZcD	The White Tie Affair	Walk This Way	Candle (Sick And Tired)	spotify:2013
02Zc8HVl11wt9sO0qfssbc	The White Tie Affair	Walk This Way	Watching You	spotify:2013
5wp1fKFDcCga70ygpDg4qu	The White Tie Affair	Walk This Way	Take It Home	spotify:2013
5C6pX4r3WLzsp2DDuCtByD	The White Tie Affair	Walk This Way	If I Fall	spotify:2013
38cwdwDhzfoeX1w8Z1S8Y4	Cartel	In Stereo (Deluxe Edition)	Lessons in Love (Acoustic)	spotify:2013
2C4DXktf3jMW205yRPvUrH	Cartel	In Stereo (Deluxe Edition)	In Stereo (Acoustic)	spotify:2013
1Dhs4qI1KUPGgZcByUkex6	Cartel	In Stereo (Deluxe Edition)	Something to Believe (Acoustic)	spotify:2013
5johpJIVjqU2Ki03DOA7Jr	The Academy Is...	Fast Times At Barrington High	About A Girl	spotify:2013
7lmZye3MleDzeV4dqUuxBB	The Academy Is...	Fast Times At Barrington High	The Test	spotify:2013
1OMskOQiMvbqRqh4rk7OiW	The Academy Is...	Fast Times At Barrington High	Rumored Nights	spotify:2013
2bjtqiqCY2cBcIJ6FWPZb4	The Academy Is...	Fast Times At Barrington High	Crowded Room	spotify:2013
6vJFwIN73IvcoEfzRA0enF	The Academy Is...	Fast Times At Barrington High	Beware! Cougar!	spotify:2013
0J4miV52MVuYuMkoy5oCkt	The Academy Is...	Fast Times At Barrington High	Paper Chase	spotify:2013
0nC4cwRBIVuaQcLmeOb6Nf	The Academy Is...	Fast Times At Barrington High	One More Weekend	spotify:2013
1skMAjyFjwI2HKtxVf0cCY	Fefe Dobson	Sunday Love	Don't Let It Go To Your Head	spotify:2013
2Cvdv8AWXuikxnLrMs5I13	Fefe Dobson	Fefe Dobson	Take Me Away	spotify:2013
7soZ7EpVmu4dpd0dYTubKL	Fefe Dobson	I Want You	I Want You	spotify:2013
6iYA5flh8NteUV5bha09x2	Fefe Dobson	Joy	Thanks For Nothing	spotify:2013
0dTzuMaJVKZN2m53bKDpbj	Fefe Dobson	Watch Me Move	Watch Me Move	spotify:2013
7iMI1Z3h8H5UdKeA3rBqlP	Fefe Dobson	Joy	Stuttering	spotify:2013
10Hb1MlXsnI7Yi936C97NA	P!nk	The Truth About Love	Here Comes The Weekend	spotify:2013
1QNqrsNQ1JVLEwncov3lEY	P!nk	The Truth About Love	True Love	spotify:2013
5d4Q9bLZWtsL90vvSh8UWr	P!nk	The Truth About Love	Slut Like You	spotify:2013
2bq6lTZcVtQ6m8bpaVCwA9	P!nk	The Truth About Love	The Truth About Love	spotify:2013
6l2Q66TlfZqzbRkFrZOMT1	P!nk	The Truth About Love	Walk of Shame	spotify:2013
2xakwjAR8ZklRixwMlNDkJ	Orianthi	Heaven in This Hell	You Don't Wanna Know	spotify:2013
1Nts9x8Q8yVDERFOq1Bc0r	Orianthi	Heaven in This Hell	If U Think That U Know Me	spotify:2013
5slyrRx79Ytq6yiLDnlWQV	Orianthi	Heaven in This Hell	Frozen	spotify:2013
1eyVC3zD2hIbbS4Mc8xzXV	Orianthi	Heaven in This Hell	Rock	spotify:2013
2wRZGggR8x69WIMX8Ew2kE	Orianthi	Heaven in This Hell	Another You	spotify:2013
4q0JlqUNcO3l1Y0DlXqqVc	Orianthi	Heaven in This Hell	How Does That Feel?	spotify:2013
4yC1kdwKqurDEeSnJ4dMpi	Orianthi	Heaven in This Hell	Filthy Blues	spotify:2013
3RQO0JgvHiNHvU7QZd8R8s	The Red Jumpsuit Apparatus	Lonely Road	You Better Pray	spotify:2013
4avrnJ1t946he63pkD4syn	The Red Jumpsuit Apparatus	Lonely Road	Pen & Paper	spotify:2013
6W18QMyf8s3VFtp6MOdRAh	The Red Jumpsuit Apparatus	Lonely Road	Pull Me Back	spotify:2013
30sk9vR4seOa1MkA8OwN7g	The Red Jumpsuit Apparatus	Lonely Road	Senioritis	spotify:2013
2fdd8W8eTym1gWO1dl1nxo	Britt Nicole	Gold	Gold	spotify:2013
5CAhRc0tAN5Z60fDDUouFn	Britt Nicole	Gold	Who You Say You Are	spotify:2013
64OHaMesZv3RV7FGMeMqkE	Britt Nicole	Gold	Breakthrough	spotify:2013
4xpbttFcWj5VnhA4FCnkT8	Britt Nicole	Acoustic	Hanging On - Acoustic	spotify:2013
4CaKUyFdQaJY10BUxWSTFn	Britt Nicole	Acoustic	Headphones - Acoustic	spotify:2013
72lGdyBbUD7oXVWx64wmYy	Britt Nicole	Acoustic	The Lost Get Found - Acoustic	spotify:2013
6VnVFM0DrGlaKjBGVTspwf	P!nk	Can't Take Me Home	Hell Wit Ya	spotify:2013
6LCbPOnvjxSaRnNBKH1JII	P!nk	Can't Take Me Home	There You Go	spotify:2013
6z8WLLLb2kaWRXXF1WmicO	P!nk	Can't Take Me Home	You Make Me Sick - Radio Mix	spotify:2013
7isXc38okxuwjzngFA0P1S	P!nk	Can't Take Me Home	Private Show	spotify:2013
1f8UYEYOUmLdIbp6GNRHJ3	P!nk	Can't Take Me Home	Can't Take Me Home	spotify:2013
1ckQjYKFNorPdagRyp7OlY	P!nk	Can't Take Me Home	Do What U Do	spotify:2013
2k0UrerRhtAdHB4LqzMpnH	P!nk	Can't Take Me Home	Hiccup	spotify:2013
3MUOHwd5ZKUHO7V7RF3urS	P!nk	Can't Take Me Home	Is It Love	spotify:2013
3M4L9TSqvVHTAdUgjaaj8a	P!nk	Try This	Trouble	spotify:2013
528upPM5D1jiSGMoS7z1Pd	P!nk	Try This	God Is A DJ	spotify:2013
68Mldx5jfg0qW8LV7Mmwc8	P!nk	Try This	Last To Know	spotify:2013
5mmTxO9mdsj89EsECbJNXF	P!nk	Try This	Tonight's The Night	spotify:2013
4LSAYkkd6PPqZkJ1ODFZtn	P!nk	Try This	Save My Life	spotify:2013
34dNNAtWZPAFvh8vzg8Ju0	P!nk	Try This	Try Too Hard	spotify:2013
4guw2UBr08BScmjykWo17v	P!nk	Try This	Humble Neighborhoods	spotify:2013
1nyFhx5tYNG7nfz4tFbRN5	P!nk	Try This	Walk Away	spotify:2013
2vuVNNCPEa8YdVTUgPtKcG	P!nk	Try This	Unwind	spotify:2013
6LS6pltO7YBgjwNVhxMwtp	P!nk	The Truth About Love	Blow Me (One Last Kiss)	spotify:2013
57NzzfHfE8sOSbIHRJJYv7	Britt Nicole	The Lost Get Found	Welcome to the Show	spotify:2013
6O9B4Y6gsLMsGVlXxf9Gxk	Britt Nicole	The Lost Get Found	Glow	spotify:2013
0VCp6tTtxl66A4mdy9rU18	Britt Nicole	The Lost Get Found	Feel The Light	spotify:2013
7dVDWf0wud70V4PgYfKnaG	Green Day	Dookie	Burnout	spotify:2013
0eUJzAGs9OKSOmLVpsng7e	Green Day	Dookie	Having A Blast	spotify:2013
3LRJbFT9rKoKv4aW7PuBJC	Green Day	Dookie	Longview	spotify:2013
5kr3j5Clb9rjEposoMyLVt	Green Day	Dookie	Welcome To Paradise	spotify:2013
6L89mwZXSOwYl76YXfX13s	Green Day	Dookie	Basket Case	spotify:2013
4wsQGsdf8D0Bj26cGdvreB	Green Day	Dookie	She	spotify:2013
1gPwAnimmoEt2y3LXa9ysx	Green Day	Dookie	Emenius Sleepus	spotify:2013
4GSyhhe5HHAytp7KlmWlZX	Green Day	Dookie	In The End	spotify:2013
08BAOSiwNXX4IqQkfSh2ia	We Are The In Crowd	Best Intentions (Deluxe Version)	Rumor Mill	spotify:2013
5ixka0XZ8VP5J37CNlEtB3	We Are The In Crowd	Best Intentions (Deluxe Version)	This Isn't Goodbye, It's BRB	spotify:2013
7z46IgJshi10bvD69ubB7c	We Are The In Crowd	Best Intentions (Deluxe Version)	The Worst Thing About Me	spotify:2013
0GjKcYvElr61PB3F8rMZDJ	We Are The In Crowd	Best Intentions (Deluxe Version)	Kiss Me Again	spotify:2013
26MEgS0P5Zklg0JhW241aR	We Are The In Crowd	Best Intentions (Deluxe Version)	On Your Own	spotify:2013
0LC0JqMBoe2YNtQubqOvOA	We Are The In Crowd	Best Intentions (Deluxe Version)	See You Around	spotify:2013
5lVtpxdXZQSip71RDCNKZo	We Are The In Crowd	Best Intentions (Deluxe Version)	Better Luck Next Time	spotify:2013
3XLM5LFTa8tCq0MKntTtn9	We Are The In Crowd	Best Intentions (Deluxe Version)	On My Way (Demo) [Bonus Track]	spotify:2013
30RO5v4ZymN0KrmSIu9aRC	Carrie Underwood	Carnival Ride	Flat On The Floor	spotify:2013
2dRPQFwPqAmc42mDRnsDQu	Carrie Underwood	Carnival Ride	All-American Girl	spotify:2013
6VqoUerJPCeYKHVdi8fKhm	Carrie Underwood	Carnival Ride	Get Out Of This Town	spotify:2013
2uk6Xk10gmCWFc4SAlpRnJ	Carrie Underwood	Carnival Ride	Crazy Dreams	spotify:2013
44xWtabQzBHKXxD0UVLSNQ	Carrie Underwood	Carnival Ride	Last Name	spotify:2013
6fFLZxvkPxvnFtpB9R42Vp	Carrie Underwood	Carnival Ride	You Won't Find This	spotify:2013
2VU4frVNZE8cpqNXP0tk1B	Carrie Underwood	Carnival Ride	The More Boys I Meet	spotify:2013
0PQFP4k82t8dAxX6yvm93a	Carrie Underwood	Carnival Ride	Twisted	spotify:2013
41NSrKm33WLGX1xIJgU6Np	Carrie Underwood	Play On	Cowboy Casanova	spotify:2013
7mrxvbw9psnpDcQ8WkkFBZ	Carrie Underwood	Play On	Undo It	spotify:2013
51i8CfIBOV2QwUUA9khQ3p	Carrie Underwood	Play On	Songs Like This	spotify:2013
51ZXUvsOy8IGwJvyoXXkYJ	Carrie Underwood	Play On	This Time	spotify:2013
20DfkHC5grnKNJCzZQB6KC	Carrie Underwood	Blown Away	Good Girl	spotify:2013
0vFMQi8ZnOM2y8cuReZTZ2	Carrie Underwood	Blown Away	Blown Away	spotify:2013
5mFYtqhN4T2D9IPSaZnVDw	Carrie Underwood	Blown Away	Two Black Cadillacs	spotify:2013
3M7GJHfTmF6T99TcVL4HTo	Carrie Underwood	Blown Away	Do You Think About Me	spotify:2013
2ilfvh7rt96zEup3LXlbjg	Carrie Underwood	Blown Away	Nobody Ever Told You	spotify:2013
2p5Ig7yhmY3rdg08Ny4GJD	Carrie Underwood	Blown Away	One Way Ticket	spotify:2013
6WJrww1OaHfmaK5eBGtoNi	Carrie Underwood	Blown Away	Thank God For Hometowns	spotify:2013
24w0eusbTsyhPkJj72LUIm	Carrie Underwood	Blown Away	Cupid's Got A Shotgun	spotify:2013
3smoaQNfLJ9q09c5VZCUcd	Pearl Jam	Ten	Once	spotify:2013
7vPnlEkCGmYx2Eier8YBwc	Pearl Jam	Ten	Even Flow	spotify:2013
2qZu6ByfZFFb56CwZRfwTo	Pearl Jam	Ten	Alive	spotify:2013
2Fyj3DUxq29SKzzjnQXflG	Pearl Jam	Ten	Why Go	spotify:2013
2iPpOfObkNBlmWGNhRAvvU	Pearl Jam	Ten	Black	spotify:2013
76dynyoXf52MiEsr3Pi06e	Pearl Jam	Ten	Jeremy	spotify:2013
0iPwPYKEDFdRfkHv2vUIiH	Pearl Jam	Ten	Porch	spotify:2013
4BgFb1fQFpNoFNgOPUQ7U2	Pearl Jam	Ten	Garden	spotify:2013
17nESayIx53w16t6fFNDpx	Pearl Jam	Ten	Deep	spotify:2013
3vL9lPWBuv0ZR3c5YmdhDl	Pearl Jam	Yield	Given to Fly	spotify:2013
7hObovvcbBpXgZHQ9if4WU	Pearl Jam	Yield	Wishlist	spotify:2013
4Pd29XwNou8SVdjcoVR4WP	Pearl Jam	Yield	In Hiding	spotify:2013
6R2QkjqfhsQhn3MsTYvMEz	Barenaked Ladies	Hits From Yesterday & The Day Before	One Week	spotify:2013
0i8iHMffVFLlRKag21OhF6	Barenaked Ladies	Hits From Yesterday & The Day Before	Too Little Too Late	spotify:2013
2eEBkB2DcOvZxeGdAnYHPC	Barenaked Ladies	Hits From Yesterday & The Day Before	Falling For The First Time	spotify:2013
5FCPN8g30PRH7lLgxDh9LQ	Barenaked Ladies	Hits From Yesterday & The Day Before	Big Bang Theory Theme	spotify:2013
0iL7ZVyCBIWbmCFAQPtEWC	Hellogoodbye	Hellogoodbye	Call N Return (Say That You're Into Me) - EP Version	spotify:2013
6QOcAuJrYfExwTbpVE8YFM	The Downtown Fiction	The Double EP	Oceans Between Us - EP Version	spotify:2013
1t9UncsYhEZP2MuhDfjXoT	The Downtown Fiction	The Double EP	I Just Wanna Run	spotify:2013
4WGrHeKAXI2RySUDmvjgZ0	The Downtown Fiction	The Double EP	Take Me Home - EP Version	spotify:2013
1YXLXOm9LeHCvGhqOZad52	The Downtown Fiction	The Double EP	You Were Wrong - EP Version	spotify:2013
0yx17BBHDWa2oUEMxpP6og	The Downtown Fiction	The Double EP	Keep Moving - Rough Demo	spotify:2013
1ISIXUr3oocCkOMAtIkHMS	The Downtown Fiction	The Downtown Fiction	Your Voice - EP Version	spotify:2013
2RYA9xGmjMhN3mIESsnR4d	The Downtown Fiction	The Downtown Fiction	Is Anybody Out There - EP Version	spotify:2013
1wAPsH8xD3zgaG902FuOkO	The Downtown Fiction	The Downtown Fiction	Hold My Breath - EP Version	spotify:2013
3IOESO2Rm24iOSNn8Qwfy8	The Downtown Fiction	The Downtown Fiction	When You're Around - EP Version	spotify:2013
1sSuKoHlQtxCwo4htQVQHW	The Downtown Fiction	The Downtown Fiction	No Typical Thursday Night - EP Version	spotify:2013
2Q7Hers4tQCucD6zjPYcNA	The Downtown Fiction	The Downtown Fiction	Living Proof - EP Version	spotify:2013
6wLHhiI0dVBVTymvNE8ial	The All-American Rejects	Kids In The Street	Fast & Slow	spotify:2013
0tcZAUYGCPLWZ4T3yzerk2	The All-American Rejects	Kids In The Street	Heartbeat Slowing Down	spotify:2013
3Q4TrciFW0rFrcKqyMZUCg	The All-American Rejects	Kids In The Street	Walk Over Me	spotify:2013
5pkARHqqZ0yPtBRAvjLcmf	The All-American Rejects	Kids In The Street	Out The Door	spotify:2013
2ihspAOv4YYeq1eGgRra2F	The All-American Rejects	Kids In The Street	Bleed Into Your Mind	spotify:2013
6BWxDx3GnMZ4EpjM5Mg2RK	The All-American Rejects	Kids In The Street	I For You	spotify:2013
6sDa5c6bLvGwJUf00ukQei	The All-American Rejects	Kids In The Street	Someday's Gone - Demo	spotify:2013
0CiyUD4UpIdztjBQZoGC6e	The Starting Line	Based On A True Story	Making Love To The Camera	spotify:2013
4MrKcDkjd06iM7fpUWytUZ	The Starting Line	Based On A True Story	Inspired By The $	spotify:2013
5qtEw5GT2maSHyzS28b1QR	The Starting Line	Based On A True Story	Bedroom Talk	spotify:2013
340WozJHoTsuUZyrW1UNYR	The Starting Line	Based On A True Story	Surprise, Surprise	spotify:2013
15Uoh60epYjYmfhkOnOkxY	The Starting Line	Based On A True Story	Autography	spotify:2013
3MgDUrtEiddcZ1Fz9piMhp	The Starting Line	Based On A True Story	Artistic License	spotify:2013
0ZORsRVhyIg7XlzgN6dVcV	The Starting Line	Based On A True Story	Stay Where I Can See You	spotify:2013
4e3nUWf2wQForksFWHZZ3p	The Starting Line	Based On A True Story	The B-List	spotify:2013
5S70PYsLbgqJ0hUa6b6hui	The Starting Line	Based On A True Story	The World	spotify:2013
50IkVoRydHjbi21LKFoX3y	The Starting Line	Based On A True Story	Cut! Print It	spotify:2013
2Ux9cliDHYrxsvV9YbmVLr	The Downtown Fiction	Let's Be Animals	Freak	spotify:2013
3OlhE2EGTjcCcMRoaIRsCo	The Downtown Fiction	Let's Be Animals	Stoned	spotify:2013
3WLLJzllBEgPiSA0qd3BN3	The Downtown Fiction	Let's Be Animals	I Just Wanna Run	spotify:2013
7cQ1H3R3SAT1j93EHVdqZT	The Downtown Fiction	Let's Be Animals	She Knows	spotify:2013
281m7slnLsEdMFiLeCmvyn	The Downtown Fiction	Let's Be Animals	Let's Be Animals	spotify:2013
4vMAlseGdICfrNr3RVZoAQ	The Downtown Fiction	Let's Be Animals	Wake Up	spotify:2013
6ZvaGGyOxH9X2tDupmPACl	The Downtown Fiction	Let's Be Animals	Alibi	spotify:2013
3XO54WXUBrkiX5zZCuDnv0	The Downtown Fiction	Let's Be Animals	Tell Me A Lie	spotify:2013
2baZFPQ4h6GSXglHAqBQcs	The Downtown Fiction	Let's Be Animals	A Wonderful Surprise	spotify:2013
4p1E8ztVyRPnrUailfbahO	The Red Jumpsuit Apparatus	Don't You Fake It	Waiting	spotify:2013
70eO70Zr9XyqYCo9AOYJnF	The Red Jumpsuit Apparatus	Don't You Fake It	Damn Regret	spotify:2013
5fUQy4Fj5jt6O7INrMkobx	The Red Jumpsuit Apparatus	Don't You Fake It	Seventeen Ain't So Sweet	spotify:2013
7dhyG5sdLYlvR7uwDKa1fH	The Starting Line	Say It Like You Mean It	Up And Go	spotify:2013
1Up4RdOBpChNDytatxKDXP	The Starting Line	Say It Like You Mean It	The Best Of Me	spotify:2013
3lbfy6AavEGDudGKKpRNDu	The Starting Line	Say It Like You Mean It	Hello Houston	spotify:2013
5s6OrEiu2rSBYVvYrGdkwy	The Starting Line	Say It Like You Mean It	Decisions, Decisions	spotify:2013
54XizaCFu6LNbzNkkyrFaw	Blues Traveler	Straight On Till Morning	Carolina Blues	spotify:2013
3HoxSmAWq6hJmGU1gMgY6D	Blues Traveler	Straight On Till Morning	Felicia	spotify:2013
1QXMtIQT44AL0Mcu46iLs9	Blues Traveler	Straight On Till Morning	Justify The Thrill	spotify:2013
5u2zF3jgEc9vRtSML0hyE7	Blues Traveler	Straight On Till Morning	Canadian Rose	spotify:2013
1Kl1sbP8FhFi2lcTVy1wPX	Blues Traveler	Straight On Till Morning	Yours	spotify:2013
7v1lLjiTay0Swytt9IHncb	Blues Traveler	Straight On Till Morning	Most Precarious	spotify:2013
7fGkBlnySjaa6yRE8LGalY	Blues Traveler	Straight On Till Morning	The Gunfighter	spotify:2013
57m1bxnWHCUZic2UvNADew	Blues Traveler	Straight On Till Morning	Last Night I Dreamed	spotify:2013
48ll1HyAUQDVHAavksibWW	Blues Traveler	Straight On Till Morning	Make My Way	spotify:2013
5QIRkLWvT2ufwWujqwNwG1	Blues Traveler	North Hollywood Shootout	You, Me And Everything	spotify:2013
6fI6gZHvBxxSqvJYN8UiQd	Blues Traveler	North Hollywood Shootout	The Beacons	spotify:2013
3VwHPAVmnGE58x9yt1Afqt	Blues Traveler	North Hollywood Shootout	Orange In The Sun	spotify:2013
500Tkm3vJmVtdUwdCVxCTb	Blues Traveler	Four	Run-Around	spotify:2013
1n73qhc15KRyVTfPhyvk0h	Blues Traveler	Four	Stand	spotify:2013
5Og3LD4nFpB2ot0WSS05xf	Blues Traveler	Four	Look Around	spotify:2013
65ayd2DDPVlB1kovJYQqgm	Blues Traveler	Four	Fallible	spotify:2013
