SOP Type,SOP Number,Document Date,Corporate Customer Number,Customer Number,Customer Name,Country from Customer Master,Sales Territory,Item Number,Item Class Code,Item Description,COGS Account Number,PriceLevel,QTY,Unit Price,Markdown Amount,Extended Price,Void Status
Invoice,4847TI(3)D,4/1/2010,,396,Microelectronics Technology,Taiwan,ASIA,MWO-225-TFW,MWO-TERM,MWO for MIC/PCB; Term/Floating/Win,000-2300-00,INT,20,4095.00,3157.50,18750.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-105-P0W,MWO-PURC,MWO Linear: Layout; Purchase/WAN WW/Win,300-4015-00,AWR,2,733.50,580.50,306.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-125-P0W,MWO-PURC,"MWO Linear: EMSight, Layout; Purchase/WAN WW/Win",300-4015-00,AWR,2,1100.00,870.50,459.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-P0W,MWO-PURC,MWO for MIC/PCB; Purchase/WAN WW/Win,300-4015-00,AWR,2,1466.50,1160.00,613.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,Upgrade MWO-226 to MWO-225-P0W,300-4015-00,AWR,2,550.00,435.00,230.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-P0W,VSS-PURC,VSS for Communication Signals; Purchase/WAN WW/Win,300-4020-00,AWR,1,1100.00,870.00,230.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,ANO-229-P0W,ANO-PURC,ANO for RFIC; Purchase/WAN WW/Win,300-4015-00,AWR,1,4125.00,3263.00,862.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,HSP-100-P0W,HSP-PURC,Synopsys HSPICE and Simulation Interface; Purchase/WAN WW/Win,300-4000-00,AWR,1,917.00,726.00,191.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,FIL-100-P0W,FIL-PURC,Nuhertz Filter Synthesis; Purchase/WAN WW/Win,300-4000-00,AWR,1,458.00,362.00,96.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,NXG-100-P0W,NXG-PURC,ACS NETEX-G Extraction Wizard; Purchase/WAN WW/Win,300-4400-00,AWR,1,336.00,266.00,70.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-105-M0W,MWO-MAIN,MWO Linear: Layout; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,1004.50,0.00,2009.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-125-M0W,MWO-MAIN,"MWO Linear: EMSight, Layout; 12M Maint/WAN WW/Win",000-2301-00,AWR,2,1506.50,0.00,3013.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-M0W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,2009.00,0.00,4018.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-226-M0W,MWO-MAIN,MWO for MIC/PCB & Signal Integrity; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,753.50,0.00,1507.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-M0W,VSS-MAIN,VSS for Communication Signals; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,1507.00,0.00,1507.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,ANO-229-M0W,ANO-MAIN,ANO for RFIC; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,5650.00,0.00,5650.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,HSP-100-M0W,HSP-MAIN,Synopsys HSPICE and Simulation Interface; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,1256.00,0.00,1256.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,FIL-100-M0W,FIL-MAIN,Nuhertz Filter Synthesis; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,628.00,0.00,628.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,NXG-100-M0W,NXG-MAIN,ACS NETEX-G Extraction Wizard; 12M Maint/WAN WW/Win,300-4410-00,AWR,1,460.00,0.00,460.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-105-T0W,MWO-TERM,MWO Linear: Layout; Term/WAN WW/Win,000-2300-00,AWR,3,1960.00,0.00,5880.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-125-T0W,MWO-TERM,"MWO Linear: EMSight, Layout; Term/WAN WW/Win",000-2300-00,AWR,1,2940.00,0.00,2940.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-T0W,MWO-TERM,MWO for MIC/PCB; Term/WAN WW/Win,000-2300-00,AWR,1,4410.00,0.00,4410.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,VSS-250-T0W,VSS-TERM,VSS for Communication Signals; Term/WAN WW/Win,000-2300-00,AWR,1,2940.00,0.00,2940.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,ANO-229-T0W,ANO-TERM,ANO for RFIC; Term/WAN WW/Win,000-2300-00,AWR,1,11025.00,0.00,11025.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,HSP-100-T0W,HSP-TERM,Synopsys HSPICE and Simulation Interface; Term/WAN WW/Win,000-2300-00,AWR,1,2940.00,0.00,2940.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MGC-100-T0W,MGC-TERM,AWR Connected&trade; for Mentor Graphics; Term/WAN WW/Win,000-2300-00,AWR,1,4900.00,0.00,4900.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,XEM-100-T0W,XEM-TERM,AXIEM FS: 3D Planar EM - Direct & Fast Solver; Term/WAN WW/Win,000-2300-00,AWR,1,4900.00,0.00,4900.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,UpgradeMWO-225-PFW to MWO-225-P0W,300-4015-00,AWR,1,1500.00,1187.00,313.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,Upgrade VSS-350-PFW to VSS-350-P0W,300-4020-00,AWR,1,1333.00,1055.00,278.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,Upgrade MWO-225-PLW to MWO-225-P0W,300-4000-00,AWR,2,2475.00,1958.00,1034.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,UPG-PROD,MISC,UpgradeMWO-100-PLW to MWO-100-P0W,300-4015-00,AWR,1,550.00,435.00,115.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-M0W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,2260.00,0.00,2260.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,VSS-350-M0W,VSS-MAIN,VSS for Wireless Communication Standards; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,2009.00,0.00,2009.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-225-M0W,MWO-MAIN,MWO for MIC/PCB; 12M Maint/WAN WW/Win,000-2301-00,AWR,2,2260.00,0.00,4520.00,Normal
Invoice,5516CTC-9,4/1/2010,,8813,Honeywell,United States,NORTH AMERICA,MWO-100-M0W,MWO-MAIN,MWO Linear; 12M Maint/WAN WW/Win,000-2301-00,AWR,1,500.00,0.00,500.00,Normal
Invoice,5943TD-4,4/1/2010,,9574,Aquantia Corp,United States,NORTH AMERICA,MWO-225-TLW,MWO-TERM,MWO for MIC/PCB; Term/Locked/Win,000-2300-00,AWR,1,4750.00,950.00,3800.00,Normal
